,Sentiment,SentimentText
4271,0,i heard da vinci code sucked soo much only 2.5 stars:
4272,0,da vinci code sucks...
4273,0,Da Vinci Code sucks.
4274,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4275,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4276,0,Da Vinci Code sucks be...
4277,0,Da Vinci Code sucked..
4278,0,The Da Vinci Code sucked big time.
4279,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4280,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4281,0,i heard da vinci code sucked soo much only 2.5 stars:
4282,0,da vinci code sucks...
4283,0,Da Vinci Code sucks.
4284,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4285,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4286,0,Da Vinci Code sucks be...
4287,0,Da Vinci Code sucked..
4288,0,The Da Vinci Code sucked big time.
4289,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4290,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4291,0,i heard da vinci code sucked soo much only 2.5 stars:
4292,0,da vinci code sucks...
4293,0,Da Vinci Code sucks.
4294,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4295,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4296,0,Da Vinci Code sucks be...
4297,0,Da Vinci Code sucked..
4298,0,The Da Vinci Code sucked big time.
4299,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4300,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4301,0,i heard da vinci code sucked soo much only 2.5 stars:
4302,0,da vinci code sucks...
4303,0,Da Vinci Code sucks.
4304,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4305,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4306,0,Da Vinci Code sucks be...
4307,0,Da Vinci Code sucked..
4308,0,The Da Vinci Code sucked big time.
4309,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4310,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4311,0,i heard da vinci code sucked soo much only 2.5 stars:
4312,0,da vinci code sucks...
4313,0,Da Vinci Code sucks.
4314,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4315,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4316,0,Da Vinci Code sucks be...
4317,0,Da Vinci Code sucked..
4318,0,The Da Vinci Code sucked big time.
4319,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4320,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4321,0,i heard da vinci code sucked soo much only 2.5 stars:
4322,0,da vinci code sucks...
4323,0,Da Vinci Code sucks.
4324,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4325,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4326,0,Da Vinci Code sucks be...
4327,0,Da Vinci Code sucked..
4328,0,The Da Vinci Code sucked big time.
4329,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4330,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4331,0,i heard da vinci code sucked soo much only 2.5 stars:
4332,0,da vinci code sucks...
4333,0,Da Vinci Code sucks.
4334,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4335,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4336,0,Da Vinci Code sucks be...
4337,0,Da Vinci Code sucked..
4338,0,The Da Vinci Code sucked big time.
4339,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4340,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4341,0,i heard da vinci code sucked soo much only 2.5 stars:
4342,0,da vinci code sucks...
4343,0,Da Vinci Code sucks.
4344,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4345,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4346,0,Da Vinci Code sucks be...
4347,0,Da Vinci Code sucked..
4348,0,The Da Vinci Code sucked big time.
4349,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4350,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4351,0,i heard da vinci code sucked soo much only 2.5 stars:
4352,0,da vinci code sucks...
4353,0,Da Vinci Code sucks.
4354,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4355,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4356,0,Da Vinci Code sucks be...
4357,0,Da Vinci Code sucked..
4358,0,The Da Vinci Code sucked big time.
4359,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4360,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4361,0,i heard da vinci code sucked soo much only 2.5 stars:
4362,0,da vinci code sucks...
4363,0,Da Vinci Code sucks.
4364,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4365,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4366,0,Da Vinci Code sucks be...
4367,0,Da Vinci Code sucked..
4368,0,The Da Vinci Code sucked big time.
4369,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4370,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4371,0,i heard da vinci code sucked soo much only 2.5 stars:
4372,0,da vinci code sucks...
4373,0,Da Vinci Code sucks.
4374,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4375,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4376,0,Da Vinci Code sucks be...
4377,0,Da Vinci Code sucked..
4378,0,The Da Vinci Code sucked big time.
4379,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4380,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4381,0,i heard da vinci code sucked soo much only 2.5 stars:
4382,0,da vinci code sucks...
4383,0,Da Vinci Code sucks.
4384,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4385,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4386,0,Da Vinci Code sucks be...
4387,0,Da Vinci Code sucked..
4388,0,The Da Vinci Code sucked big time.
4389,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4390,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4391,0,i heard da vinci code sucked soo much only 2.5 stars:
4392,0,da vinci code sucks...
4393,0,Da Vinci Code sucks.
4394,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4395,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4396,0,Da Vinci Code sucks be...
4397,0,Da Vinci Code sucked..
4398,0,The Da Vinci Code sucked big time.
4399,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4400,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4401,0,i heard da vinci code sucked soo much only 2.5 stars:
4402,0,da vinci code sucks...
4403,0,Da Vinci Code sucks.
4404,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4405,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4406,0,Da Vinci Code sucks be...
4407,0,Da Vinci Code sucked..
4408,0,The Da Vinci Code sucked big time.
4409,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4410,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4411,0,i heard da vinci code sucked soo much only 2.5 stars:
4412,0,da vinci code sucks...
4413,0,Da Vinci Code sucks.
4414,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4415,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4416,0,Da Vinci Code sucks be...
4417,0,Da Vinci Code sucked..
4418,0,The Da Vinci Code sucked big time.
4419,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4420,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4421,0,i heard da vinci code sucked soo much only 2.5 stars:
4422,0,da vinci code sucks...
4423,0,Da Vinci Code sucks.
4424,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4425,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4426,0,Da Vinci Code sucks be...
4427,0,Da Vinci Code sucked..
4428,0,The Da Vinci Code sucked big time.
4429,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4430,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4431,0,i heard da vinci code sucked soo much only 2.5 stars:
4432,0,da vinci code sucks...
4433,0,Da Vinci Code sucks.
4434,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4435,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4436,0,Da Vinci Code sucks be...
4437,0,Da Vinci Code sucked..
4438,0,The Da Vinci Code sucked big time.
4439,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4440,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4441,0,i heard da vinci code sucked soo much only 2.5 stars:
4442,0,da vinci code sucks...
4443,0,Da Vinci Code sucks.
4444,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4445,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4446,0,Da Vinci Code sucks be...
4447,0,Da Vinci Code sucked..
4448,0,The Da Vinci Code sucked big time.
4449,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4450,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4451,0,i heard da vinci code sucked soo much only 2.5 stars:
4452,0,da vinci code sucks...
4453,0,Da Vinci Code sucks.
4454,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4455,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4456,0,Da Vinci Code sucks be...
4457,0,Da Vinci Code sucked..
4458,0,The Da Vinci Code sucked big time.
4459,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4460,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4461,0,i heard da vinci code sucked soo much only 2.5 stars:
4462,0,da vinci code sucks...
4463,0,Da Vinci Code sucks.
4464,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4465,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4466,0,Da Vinci Code sucks be...
4467,0,Da Vinci Code sucked..
4468,0,The Da Vinci Code sucked big time.
4469,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4470,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4471,0,i heard da vinci code sucked soo much only 2.5 stars:
4472,0,da vinci code sucks...
4473,0,Da Vinci Code sucks.
4474,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4475,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4476,0,Da Vinci Code sucks be...
4477,0,Da Vinci Code sucked..
4478,0,The Da Vinci Code sucked big time.
4479,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4480,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4481,0,i heard da vinci code sucked soo much only 2.5 stars:
4482,0,da vinci code sucks...
4483,0,Da Vinci Code sucks.
4484,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4485,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4486,0,Da Vinci Code sucks be...
4487,0,Da Vinci Code sucked..
4488,0,The Da Vinci Code sucked big time.
4489,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4490,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4491,0,i heard da vinci code sucked soo much only 2.5 stars:
4492,0,da vinci code sucks...
4493,0,Da Vinci Code sucks.
4494,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4495,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4496,0,Da Vinci Code sucks be...
4497,0,Da Vinci Code sucked..
4498,0,The Da Vinci Code sucked big time.
4499,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4500,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4501,0,i heard da vinci code sucked soo much only 2.5 stars:
4502,0,da vinci code sucks...
4503,0,Da Vinci Code sucks.
4504,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4505,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4506,0,Da Vinci Code sucks be...
4507,0,Da Vinci Code sucked..
4508,0,The Da Vinci Code sucked big time.
4509,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4510,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4511,0,i heard da vinci code sucked soo much only 2.5 stars:
4512,0,da vinci code sucks...
4513,0,Da Vinci Code sucks.
4514,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4515,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4516,0,Da Vinci Code sucks be...
4517,0,Da Vinci Code sucked..
4518,0,The Da Vinci Code sucked big time.
4519,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4520,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4521,0,i heard da vinci code sucked soo much only 2.5 stars:
4522,0,da vinci code sucks...
4523,0,Da Vinci Code sucks.
4524,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4525,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4526,0,Da Vinci Code sucks be...
4527,0,Da Vinci Code sucked..
4528,0,The Da Vinci Code sucked big time.
4529,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4530,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4531,0,i heard da vinci code sucked soo much only 2.5 stars:
4532,0,da vinci code sucks...
4533,0,Da Vinci Code sucks.
4534,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4535,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4536,0,Da Vinci Code sucks be...
4537,0,Da Vinci Code sucked..
4538,0,The Da Vinci Code sucked big time.
4539,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4540,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4541,0,i heard da vinci code sucked soo much only 2.5 stars:
4542,0,da vinci code sucks...
4543,0,Da Vinci Code sucks.
4544,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4545,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4546,0,Da Vinci Code sucks be...
4547,0,Da Vinci Code sucked..
4548,0,The Da Vinci Code sucked big time.
4549,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4550,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4551,0,i heard da vinci code sucked soo much only 2.5 stars:
4552,0,da vinci code sucks...
4553,0,Da Vinci Code sucks.
4554,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4555,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4556,0,Da Vinci Code sucks be...
4557,0,Da Vinci Code sucked..
4558,0,The Da Vinci Code sucked big time.
4559,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4560,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4561,0,i heard da vinci code sucked soo much only 2.5 stars:
4562,0,da vinci code sucks...
4563,0,Da Vinci Code sucks.
4564,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4565,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4566,0,Da Vinci Code sucks be...
4567,0,Da Vinci Code sucked..
4568,0,The Da Vinci Code sucked big time.
4569,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4570,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4571,0,i heard da vinci code sucked soo much only 2.5 stars:
4572,0,da vinci code sucks...
4573,0,Da Vinci Code sucks.
4574,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4575,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4576,0,Da Vinci Code sucks be...
4577,0,Da Vinci Code sucked..
4578,0,The Da Vinci Code sucked big time.
4579,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4580,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4581,0,i heard da vinci code sucked soo much only 2.5 stars:
4582,0,da vinci code sucks...
4583,0,Da Vinci Code sucks.
4584,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4585,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4586,0,Da Vinci Code sucks be...
4587,0,Da Vinci Code sucked..
4588,0,The Da Vinci Code sucked big time.
4589,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4590,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4591,0,i heard da vinci code sucked soo much only 2.5 stars:
4592,0,da vinci code sucks...
4593,0,Da Vinci Code sucks.
4594,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4595,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4596,0,Da Vinci Code sucks be...
4597,0,Da Vinci Code sucked..
4598,0,The Da Vinci Code sucked big time.
4599,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4600,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4601,0,i heard da vinci code sucked soo much only 2.5 stars:
4602,0,da vinci code sucks...
4603,0,Da Vinci Code sucks.
4604,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4605,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4606,0,Da Vinci Code sucks be...
4607,0,Da Vinci Code sucked..
4608,0,The Da Vinci Code sucked big time.
4609,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4610,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4611,0,i heard da vinci code sucked soo much only 2.5 stars:
4612,0,da vinci code sucks...
4613,0,Da Vinci Code sucks.
4614,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4615,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4616,0,Da Vinci Code sucks be...
4617,0,Da Vinci Code sucked..
4618,0,The Da Vinci Code sucked big time.
4619,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4620,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4621,0,i heard da vinci code sucked soo much only 2.5 stars:
4622,0,da vinci code sucks...
4623,0,Da Vinci Code sucks.
4624,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4625,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4626,0,Da Vinci Code sucks be...
4627,0,Da Vinci Code sucked..
4628,0,The Da Vinci Code sucked big time.
4629,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4630,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4631,0,i heard da vinci code sucked soo much only 2.5 stars:
4632,0,da vinci code sucks...
4633,0,Da Vinci Code sucks.
4634,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4635,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4636,0,Da Vinci Code sucks be...
4637,0,Da Vinci Code sucked..
4638,0,The Da Vinci Code sucked big time.
4639,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4640,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4641,0,i heard da vinci code sucked soo much only 2.5 stars:
4642,0,da vinci code sucks...
4643,0,Da Vinci Code sucks.
4644,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4645,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4646,0,Da Vinci Code sucks be...
4647,0,Da Vinci Code sucked..
4648,0,The Da Vinci Code sucked big time.
4649,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4650,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4651,0,i heard da vinci code sucked soo much only 2.5 stars:
4652,0,da vinci code sucks...
4653,0,Da Vinci Code sucks.
4654,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4655,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4656,0,Da Vinci Code sucks be...
4657,0,Da Vinci Code sucked..
4658,0,The Da Vinci Code sucked big time.
4659,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4660,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4661,0,i heard da vinci code sucked soo much only 2.5 stars:
4662,0,da vinci code sucks...
4663,0,Da Vinci Code sucks.
4664,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4665,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4666,0,Da Vinci Code sucks be...
4667,0,Da Vinci Code sucked..
4668,0,The Da Vinci Code sucked big time.
4669,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4670,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4671,0,i heard da vinci code sucked soo much only 2.5 stars:
4672,0,da vinci code sucks...
4673,0,Da Vinci Code sucks.
4674,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4675,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4676,0,Da Vinci Code sucks be...
4677,0,Da Vinci Code sucked..
4678,0,The Da Vinci Code sucked big time.
4679,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4680,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4681,0,i heard da vinci code sucked soo much only 2.5 stars:
4682,0,da vinci code sucks...
4683,0,Da Vinci Code sucks.
4684,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4685,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4686,0,Da Vinci Code sucks be...
4687,0,Da Vinci Code sucked..
4688,0,The Da Vinci Code sucked big time.
4689,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4690,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4691,0,i heard da vinci code sucked soo much only 2.5 stars:
4692,0,da vinci code sucks...
4693,0,Da Vinci Code sucks.
4694,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4695,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4696,0,Da Vinci Code sucks be...
4697,0,Da Vinci Code sucked..
4698,0,The Da Vinci Code sucked big time.
4699,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4700,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4701,0,i heard da vinci code sucked soo much only 2.5 stars:
4702,0,da vinci code sucks...
4703,0,Da Vinci Code sucks.
4704,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4705,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4706,0,Da Vinci Code sucks be...
4707,0,Da Vinci Code sucked..
4708,0,The Da Vinci Code sucked big time.
4709,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4710,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4711,0,i heard da vinci code sucked soo much only 2.5 stars:
4712,0,da vinci code sucks...
4713,0,Da Vinci Code sucks.
4714,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4715,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4716,0,Da Vinci Code sucks be...
4717,0,Da Vinci Code sucked..
4718,0,The Da Vinci Code sucked big time.
4719,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4720,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4721,0,i heard da vinci code sucked soo much only 2.5 stars:
4722,0,da vinci code sucks...
4723,0,Da Vinci Code sucks.
4724,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4725,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4726,0,Da Vinci Code sucks be...
4727,0,Da Vinci Code sucked..
4728,0,The Da Vinci Code sucked big time.
4729,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4730,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4731,0,i heard da vinci code sucked soo much only 2.5 stars:
4732,0,da vinci code sucks...
4733,0,Da Vinci Code sucks.
4734,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4735,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4736,0,Da Vinci Code sucks be...
4737,0,Da Vinci Code sucked..
4738,0,The Da Vinci Code sucked big time.
4739,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4740,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4741,0,i heard da vinci code sucked soo much only 2.5 stars:
4742,0,da vinci code sucks...
4743,0,Da Vinci Code sucks.
4744,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4745,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4746,0,Da Vinci Code sucks be...
4747,0,Da Vinci Code sucked..
4748,0,The Da Vinci Code sucked big time.
4749,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4750,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4751,0,i heard da vinci code sucked soo much only 2.5 stars:
4752,0,da vinci code sucks...
4753,0,Da Vinci Code sucks.
4754,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
4755,0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
4756,0,Da Vinci Code sucks be...
4757,0,Da Vinci Code sucked..
4758,0,The Da Vinci Code sucked big time.
4759,0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
4760,0,"by the way, the Da Vinci Code sucked, just letting you know..."
4761,0,i heard da vinci code sucked soo much only 2.5 stars:
4762,0,da vinci code sucks...
4763,0,Da Vinci Code sucks.
4764,0,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
